Creador;El;ULib;FULib;Fe.entrega;Solped;CM;EntrgFinal;C.Rec.;V.Rec.;C.Fac.;V.Fac.;Antic.;Tp.cambio;TipoCambio;Cond.pago;Centro;Almacén;Doc.compr.;Posición;Contrato;IndBorrado;EstadLiber;Proveedor;Nombre;Material;Txt.brv.;Tp.imput.;Gpo.artíc.;Grp-Compr.;Tipo doc.;Cl.doc.;Liber.;GrupoLib.;EstrLiber;Gestión OC;Fecha doc.;Cantidad;UM pedido;CxCal;CxEnt;Valor neto;Valor efec;VxCal;VxEnt;Moneda;V.neto ML;ML;;PosSolPed;Fe.solic.;Respons.;Fe.Migo;Mot. Anul.;Negocia
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 29;10;;;XX;;prov 340;;;P;grupo 10;29;F;;1;;;8;22.08.2021;701.005;UN;;;;;;;INR;8123704.00;INR;;10;20.08.2021;Usuario 7;;;
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 29;20;;;XX;;prov 340;;;P;grupo 10;29;F;;1;;;8;22.08.2021;51.001;UN;;;;;;;INR;341537.00;INR;;20;20.08.2021;Usuario 7;;;
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 30;10;;;XX;;prov 337;;;P;grupo 14;63;F;;1;;;8;22.08.2021;1.301.006;UN;;;;;;;INR;872847.00;INR;;10;20.08.2021;Usuario 7;;;
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 30;20;;;XX;;prov 337;;;P;grupo 10;63;F;;1;;;8;22.08.2021;331.008;UN;;;;;;;INR;1459345.00;INR;;20;20.08.2021;Usuario 7;;;
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 30;30;;;XX;;prov 337;;;P;grupo 10;63;F;;1;;;8;22.08.2021;671.009;UN;;;;;;;INR;1935702.00;INR;;30;20.08.2021;Usuario 7;;;
Usuario 7;22.08.2021;Usuario 7;23.08.2021;30.09.2021;X;;X;;;;;;100.000;100.000;;A;;documento 30;40;;;XX;;prov 337;;;P;grupo 10;63;F;;1;;;8;22.08.2021;331.006;UN;;;;;;;INR;919667.00;INR;;40;20.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;10;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;621.008;UN;;;;;;;INR;49196648.00;INR;;10;06.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;20;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;112.006;UN;;;;;;;INR;4189209.00;INR;;20;06.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;30;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;45.002;UN;;;;;;;INR;1013293.00;INR;;30;06.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;40;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;201.009;UN;;;;;;;INR;3463896.00;INR;;40;06.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;50;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;189.002;UN;;;;;;;INR;3403516.00;INR;;50;06.08.2021;Usuario 7;;;
Usuario 7;09.08.2021;Usuario 7;18.08.2021;08.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 31;60;;;XXXX;;prov 339;;;P;grupo 12;63;F;;1;;;4;09.08.2021;241.008;UN;;;;;;;INR;5693034.00;INR;;60;06.08.2021;Usuario 7;;;
Usuario 1;06.08.2021;Usuario 1;06.08.2021;05.08.2021;X;;X;;;;;;100.000;100.000;;C;;documento 32;10;;;X;;prov 338;;;;grupo 2;18;F;;1;;;1;06.08.2021;21.009;UN;;;;;;;INR;77282.00;INR;;10;05.08.2021;Usuario 1;;;
Usuario 1;06.08.2021;Usuario 1;06.08.2021;05.08.2021;X;;X;;;;;;100.000;100.000;;C;;documento 32;20;;;X;;prov 338;;;;grupo 2;18;F;;1;;;1;06.08.2021;51.008;UN;;;;;;;INR;135440.00;INR;;20;05.08.2021;Usuario 1;;;
Usuario 1;06.08.2021;Usuario 1;06.08.2021;05.08.2021;X;;X;;;;;;100.000;100.000;;C;;documento 32;30;;;X;;prov 338;;;;grupo 2;18;F;;1;;;1;06.08.2021;161.008;UN;;;;;;;INR;253505.00;INR;;30;05.08.2021;Usuario 1;;;
Usuario 1;06.08.2021;Usuario 1;06.08.2021;05.08.2021;X;;X;;;;;;100.000;100.000;;C;;documento 32;40;;;X;;prov 338;;;;grupo 2;18;F;;1;;;1;06.08.2021;251.005;UN;;;;;;;INR;276844.00;INR;;40;05.08.2021;Usuario 1;;;
Usuario 1;06.08.2021;Usuario 1;06.08.2021;05.08.2021;X;;X;;;;;;100.000;100.000;;C;;documento 32;50;;;X;;prov 338;;;;grupo 2;18;F;;1;;;1;06.08.2021;251.007;UN;;;;;;;INR;283935.00;INR;;50;05.08.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;10;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;101.000;UN;;;;;;;INR;68549.00;INR;;10;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;20;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;601.002;UN;;;;;;;INR;628855.00;INR;;20;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;30;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;1.201.006;UN;;;;;;;INR;887402.00;INR;;30;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;40;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;1.201.000;UN;;;;;;;INR;892148.00;INR;;40;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;50;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;3.001.007;UN;;;;;;;INR;2263331.00;INR;;50;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;60;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;3.001.000;UN;;;;;;;INR;2172337.00;INR;;60;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;70;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;10.001.003;UN;;;;;;;INR;7356444.00;INR;;70;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;80;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;10.001.003;UN;;;;;;;INR;7357559.00;INR;;80;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;90;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;14.001.004;UN;;;;;;;INR;10295280.00;INR;;90;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;100;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;20.001.007;UN;;;;;;;INR;14726968.00;INR;;100;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;110;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;25.001.001;UN;;;;;;;INR;18413290.00;INR;;110;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;120;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;18.001.005;UN;;;;;;;INR;6800410.00;INR;;120;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;130;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;5.001.000;UN;;;;;;;INR;1866208.00;INR;;130;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;140;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;5.001.004;UN;;;;;;;INR;1887516.00;INR;;140;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;150;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;15.001.000;UN;;;;;;;INR;5685722.00;INR;;150;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;160;;;XXXX;;prov 338;;;P;grupo 9;63;F;;1;;;4;28.07.2021;17.000;UN;;;;;;;INR;1456438.00;INR;;160;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;170;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;19.201.005;UN;;;;;;;INR;9460324.00;INR;;170;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;180;;;XXXX;;prov 338;;;P;grupo 9;63;F;;1;;;4;28.07.2021;9.008;UN;;;;;;;INR;740990.00;INR;;180;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;190;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;3.601.000;UN;;;;;;;INR;1745487.00;INR;;190;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;200;;;XXXX;;prov 338;;;P;grupo 9;63;F;;1;;;4;28.07.2021;3.002;UN;;;;;;;INR;175318.00;INR;;200;26.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;210;;;XXXX;;prov 338;;;P;grupo 2;63;F;;1;;;4;28.07.2021;3.003;UN;;;;;;;INR;666071.00;INR;;210;27.07.2021;Usuario 1;;;
Usuario 1;28.07.2021;Usuario 1;02.08.2021;15.11.2021;X;;X;;;;;;100.000;100.000;;A;;documento 33;220;;;XXXX;;prov 338;;;P;grupo 9;63;F;;1;;;4;28.07.2021;11.004;UN;;;;;;;INR;930851.00;INR;;220;27.07.2021;Usuario 1;;;
Usuario 1;21.07.2021;Usuario 1;10.09.2021;11.08.2021;X;;;;;;;;100.000;100.000;;A;;documento 34;10;;S;XXX;;prov 142;;;;grupo 10;63;F;;1;;;4;21.07.2021;3.002;UN;;;;;;;INR;3511632.00;INR;;10;02.06.2021;Usuario 1;;;
Usuario 1;21.07.2021;Usuario 1;10.09.2021;11.08.2021;X;;X;;;;;;100.000;100.000;;A;;documento 34;20;;;XXX;;prov 142;;;;grupo 10;63;F;;1;;;4;21.07.2021;3.002;UN;;;;;;;INR;4766746.00;INR;;20;08.09.2021;Usuario 1;;;
Usuario 1;21.07.2021;Usuario 1;23.07.2021;11.06.2021;X;;X;;;;;;100.000;100.000;;A;;documento 35;10;;;XXX;;prov 337;;;;grupo 10;63;F;;1;;;4;21.07.2021;17.001;UN;;;;;;;INR;16612144.00;INR;;10;02.06.2021;Usuario 1;;;
Usuario 1;21.07.2021;Usuario 1;23.07.2021;11.06.2021;X;;X;;;;;;100.000;100.000;;A;;documento 35;20;;;XXX;;prov 337;;;;grupo 10;63;F;;1;;;4;21.07.2021;3.009;UN;;;;;;;INR;848505.00;INR;;20;02.06.2021;Usuario 1;;;
Usuario 1;14.07.2021;Usuario 1;14.07.2021;04.08.2021;X;;X;;;;;;100.000;100.000;;A;;documento 36;10;;;XX;;prov 336;;;;grupo 10;63;F;;1;;;4;14.07.2021;21.009;UN;;;;;;;INR;2501005.00;INR;;10;02.06.2021;Usuario 1;;;
Usuario 6;13.07.2022;Usuario 6;;15.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 37;10;;;;;prov 28;;;;grupo 15;15;F;;0;;;4;13.07.2022;21.000;M3;;;;;;;INR;68013.00;INR;;10;13.07.2022;Usuario 6;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;14.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 38;10;;;X;;prov 8;;;;grupo 16;57;F;;1;;;6;13.07.2022;101.005;KG;;;;;;;INR;359444.00;INR;;;;Usuario 9;;;
Usuario 6;13.07.2022;Usuario 6;;30.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 39;10;;;;;prov 49;;;K;grupo 9;18;F;;0;;;14;13.07.2022;2.007;UP;;;;;;;INR;102458.00;INR;;30;06.07.2022;Usuario 6;;;
Usuario 6;13.07.2022;Usuario 6;;30.06.2022;X;;;;;;;;100.000;100.000;;B;;documento 39;20;;;;;prov 49;;;K;grupo 9;18;F;;0;;;14;13.07.2022;2.000;UP;;;;;;;INR;54537.00;INR;;40;06.07.2022;Usuario 6;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;14.07.2022;;X;X;;;;;;100.000;100.000;;B;;documento 40;10;;;X;;prov 71;;;;grupo 17;57;F;;1;;;6;13.07.2022;25.009;BOT;;;;;;;INR;309641.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;14.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 40;20;;L;X;;prov 71;;;;grupo 17;57;F;;1;;;6;13.07.2022;25.000;BOT;;;;;;;INR;103993.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;14.07.2022;;X;X;;;;;;100.000;100.000;;B;;documento 40;30;;;X;;prov 71;;;;grupo 18;57;F;;1;;;6;13.07.2022;97.003;BOT;;;;;;;INR;3253.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;03.08.2022;;X;X;;;;;;100.000;100.000;;B;;documento 40;40;;;X;;prov 71;;;;grupo 17;57;F;;1;;;6;13.07.2022;20.008;BOT;;;;;;;INR;94987.00;INR;;;;Usuario 9;;;
Usuario 6;13.07.2022;Usuario 6;;06.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 41;10;;;;;prov 49;;;K;grupo 9;17;F;;0;;;14;13.07.2022;2.005;UP;;;;;;;INR;574939.00;INR;;10;06.07.2022;Usuario 6;;;
Usuario 6;13.07.2022;Usuario 6;;06.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 41;20;;;;;prov 49;;;K;grupo 9;17;F;;0;;;14;13.07.2022;2.007;UP;;;;;;;INR;653879.00;INR;;20;06.07.2022;Usuario 6;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;19.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 42;10;;;X;;prov 91;;;;grupo 19;57;F;;1;;;6;13.07.2022;121.006;UN;;;;;;;INR;131365.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 43;10;;;X;;prov 26;;;;grupo 20;15;F;;1;;;6;13.07.2022;2.113.008;UN;;;;;;;INR;80334.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 43;20;;;X;;prov 26;;;;grupo 20;15;F;;1;;;6;13.07.2022;49.004;BOT;;;;;;;INR;66235.00;INR;;;;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;;X;;;;;;;100.000;100.000;;B;;documento 43;30;;;X;;prov 26;;;;grupo 21;15;F;;1;;;6;13.07.2022;51.003;CJ;;;;;;;INR;14832.00;INR;;;;Usuario 9;;;
Usuario 6;13.07.2022;Usuario 6;13.07.2022;14.07.2022;X;;;;;;;;100.000;100.000;;A;;documento 44;10;;;XX;;prov 28;;;K;grupo 22;29;F;;1;;;4;13.07.2022;3.008;UN;;;;;;;INR;2878.00;INR;;10;13.07.2022;Usuario 6;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;10;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;4.001;KG;;;;;;;INR;34994.00;INR;;10;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;20;;;X;;prov 21;;;;grupo 24;57;F;;1;;;6;13.07.2022;6.008;BOL;;;;;;;INR;41897.00;INR;;20;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;30;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.001;KG;;;;;;;INR;11807.00;INR;;30;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;40;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.004;KG;;;;;;;INR;16103.00;INR;;40;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;50;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;11.008;KG;;;;;;;INR;35911.00;INR;;50;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;60;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;51.000;KG;;;;;;;INR;66421.00;INR;;60;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;70;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;5.006;KG;;;;;;;INR;7094.00;INR;;70;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;80;;;X;;prov 21;;;;grupo 25;57;F;;1;;;6;13.07.2022;9.008;UN;;;;;;;INR;17755.00;INR;;80;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;90;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;9.005;KG;;;;;;;INR;19890.00;INR;;90;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;100;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;4.009;KG;;;;;;;INR;8343.00;INR;;100;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;110;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;4.005;KG;;;;;;;INR;22198.00;INR;;110;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;120;;;X;;prov 21;;;;grupo 26;57;F;;1;;;6;13.07.2022;21.001;UN;;;;;;;INR;3005.00;INR;;120;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;130;;;X;;prov 21;;;;grupo 26;57;F;;1;;;6;13.07.2022;5.006;BOL;;;;;;;INR;50418.00;INR;;130;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;140;;;X;;prov 21;;;;grupo 27;57;F;;1;;;6;13.07.2022;5.004;UN;;;;;;;INR;31115.00;INR;;140;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;150;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;21.003;KG;;;;;;;INR;8499.00;INR;;150;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;160;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;17.004;KG;;;;;;;INR;1298.00;INR;;160;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;170;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;9.009;KG;;;;;;;INR;45516.00;INR;;170;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;180;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;11.002;KG;;;;;;;INR;33067.00;INR;;180;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;190;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;21.001;KG;;;;;;;INR;41845.00;INR;;190;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;200;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;21.007;KG;;;;;;;INR;36054.00;INR;;200;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;210;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;9.004;KG;;;;;;;INR;20728.00;INR;;210;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;220;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;51.006;KG;;;;;;;INR;4783.00;INR;;220;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;230;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;11.009;KG;;;;;;;INR;5402.00;INR;;230;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;240;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;41.003;KG;;;;;;;INR;2457.00;INR;;240;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;250;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.007;KG;;;;;;;INR;9387.00;INR;;250;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;260;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.002;KG;;;;;;;INR;23098.00;INR;;260;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;270;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;33.006;KG;;;;;;;INR;4316.00;INR;;270;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;280;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.005;KG;;;;;;;INR;36076.00;INR;;280;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;290;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;21.003;KG;;;;;;;INR;11801.00;INR;;290;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;300;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;51.001;KG;;;;;;;INR;35863.00;INR;;300;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;310;;;X;;prov 21;;;;grupo 28;57;F;;1;;;6;13.07.2022;21.009;KG;;;;;;;INR;4986.00;INR;;310;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;320;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;7.009;KG;;;;;;;INR;8702.00;INR;;320;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;330;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;7.001;KG;;;;;;;INR;19241.00;INR;;330;13.07.2022;Usuario 9;;;
Usuario 9;13.07.2022;Usuario 9;13.07.2022;15.07.2022;X;X;;;;;;;100.000;100.000;;B;;documento 45;340;;;X;;prov 21;;;;grupo 23;57;F;;1;;;6;13.07.2022;5.000;KG;;;;;;;INR;41312.00;INR;;340;13.07.2022;Usuario 9;;;
